Total % of people infected,% of people infected at peak
43.36000000000001,7.829999999999999
44.67,7.55
44.97,7.290000000000001
42.67,6.77
42.29,7.049999999999999
40.29,6.21
44.03999999999999,7.580000000000001
43.12,6.59
42.44,7.17
43.94,6.87
