Total % of people infected,% of people infected at peak
18.39,3.15
18.769999999999996,3.37
18.33,3.26
19.090000000000003,3.18
19.290000000000006,3.29
20.019999999999996,3.7800000000000002
17.33,2.8000000000000003
17.92,2.87
19.58,3.56
19.340000000000003,3.3300000000000005
