Total % of people infected,% of people infected at peak
25.460000000000008,3.94
26.64999999999999,5.06
28.769999999999996,5.35
26.78,4.9399999999999995
25.67,4.19
24.960000000000008,4.109999999999999
25.570000000000007,4.34
0.02999999999999403,0.02
26.83,5.24
27.840000000000003,4.66
