Total % of people infected,% of people infected at peak
0.4399999999999977,0.09
12.549999999999997,1.3299999999999998
13.439999999999998,1.1400000000000001
8.809999999999995,0.64
12.290000000000006,1.1900000000000002
10.249999999999993,1.41
0.21000000000000085,0.11
10.170000000000002,1.09
0.25,0.09
0.1700000000000017,0.09
