Total % of people infected,% of people infected at peak
0.01999999999999602,0.01
0.0,0.01
0.010000000000005116,0.01
0.0,0.0
0.14000000000000057,0.03
0.04999999999999716,0.03
0.030000000000001137,0.03
2.6200000000000045,0.41000000000000003
0.010000000000005116,0.02
0.0,0.0
