Total % of people infected,% of people infected at peak
33.5,4.109999999999999
33.87,4.09
28.909999999999997,3.34
33.76,4.75
31.54,4.16
31.71,3.56
35.89,4.75
31.85,3.9600000000000004
31.240000000000002,3.85
33.71,4.17
