Total % of people infected,% of people infected at peak
5.450000000000003,0.9400000000000001
0.0799999999999983,0.04
5.340000000000003,0.86
5.210000000000008,0.77
5.469999999999999,0.88
3.6599999999999966,0.43
5.939999999999998,0.79
5.36999999999999,0.97
4.6000000000000085,0.75
0.009999999999990905,0.01
