Total % of people infected,% of people infected at peak
0.009999999999990905,0.01
7.8799999999999955,1.6099999999999999
7.230000000000004,1.1900000000000002
7.6499999999999915,1.03
7.930000000000007,1.1400000000000001
7.349999999999994,1.34
7.060000000000002,1.05
5.780000000000001,0.76
0.0,0.0
8.079999999999998,1.18
