Total % of people infected,% of people infected at peak
0.07000000000000028,0.04
20.810000000000002,3.3099999999999996
19.959999999999994,2.87
22.11,2.96
21.78,3.53
20.590000000000003,3.08
20.370000000000005,3.01
19.86,2.6
22.47,4.16
22.950000000000003,3.7699999999999996
