Total % of people infected,% of people infected at peak
0.09999999999999432,0.08
0.13000000000000966,0.11
0.04000000000000625,0.04
0.04999999999999716,0.04
0.06999999999999318,0.05
0.030000000000001137,0.02
0.04999999999999716,0.04
0.04999999999999716,0.05
0.060000000000002274,0.04
0.09999999999999432,0.06
