Total % of people infected,% of people infected at peak
0.3500000000000014,0.1
0.21000000000000085,0.06999999999999999
0.30000000000000426,0.1
0.10999999999999943,0.06999999999999999
0.22999999999999687,0.1
0.1600000000000037,0.08
0.17999999999999972,0.11
0.15000000000000568,0.09
0.1600000000000037,0.06999999999999999
0.3200000000000003,0.1
