Total % of people infected,% of people infected at peak
0.7999999999999972,0.16999999999999998
0.12999999999999545,0.05
0.09999999999999432,0.06
0.12999999999999545,0.08
0.11999999999999744,0.08
0.20999999999999375,0.08
0.480000000000004,0.13999999999999999
0.45000000000000284,0.15
0.2700000000000031,0.11
0.1600000000000037,0.09
