Total % of people infected,% of people infected at peak
0.009999999999990905,0.01
0.0,0.0
7.569999999999993,1.1900000000000002
7.790000000000006,1.3
0.030000000000001137,0.03
7.1499999999999915,1.26
0.060000000000002274,0.03
7.280000000000001,1.27
7.490000000000009,1.11
6.400000000000006,0.9199999999999999
