Total % of people infected,% of people infected at peak
16.17,2.7199999999999998
16.400000000000006,2.71
15.14,2.65
0.0799999999999983,0.03
14.909999999999997,2.42
14.830000000000013,2.46
15.299999999999997,2.17
16.22,3.0300000000000002
15.840000000000003,3.09
16.25,3.0700000000000003
