Total % of people infected,% of people infected at peak
31.61,3.94
33.19,3.32
33.669999999999995,4.09
33.830000000000005,4.24
31.58,3.85
31.4,3.62
34.18,3.92
27.78,2.36
31.78,3.2399999999999998
33.38,4.22
