Total % of people infected,% of people infected at peak
33.769999999999996,4.24
33.29,3.34
37.64,4.7
30.380000000000003,3.4099999999999997
34.51,4.21
29.71,3.6700000000000004
32.75,3.63
30.380000000000003,3.5999999999999996
33.84,4.24
34.56,4.42
